,No.,Is retweet?,Tweet ID,Post Date,User Display Name,User ID,User Info,User Location,Tweet Content,Number of Quotes,Number of Replies,Number of Likes,Number of Retweets,Raw link 1,Solved link 1,Raw link 2,Solved link 2,Raw link 3,Solved link 3,Raw link 4,Solved link 4,Raw link 5,Solved link 5,proccessed_tweet
153,154,No,1281261479686287368,Thu Jul 09 16:18:36 +0000 2020,pronouns or problems,xmuovax,| #transrightsarehumanrights |🌈 they/them | Youtuber | blacktivist | #protectblacktranswomen | (they/them) Canada fucking blows | 📬: xMUovAx@Gmail.com,"Ontario, Canada","I think it’s hilarious the way people think the Covid vaccine is going to hurt them, you realize you’re not the first test subjects when it comes to viruses and diseases consistently and didn’t have one of your communities plagued with syphilis... Why are you scared",0,0,0,0,https://t.co/nv5ixt83jm,https://twitter.com/i/web/status/1281261479686287368,,,,,,,,,"i think its hilarious the way people think the covid vaccines is going to hu them, you realize youre not the first test subjects when it comes to viruses and diseases consistently and didnt have one of your communities plagued with syphilis... why are you scared"
154,155,Yes,1281261499370143744,Thu Jul 09 16:18:40 +0000 2020,Kairo Cerere,KairoCerere,#projectmanagement #agile #kanban #BDD #strategicplanning  #Science #tech #global #economics #military #socialjustice #KnowledgeIsPower  VIEWS ARE MY OWN!,,Africa could have COVID-19 vaccine in Q1 if human trials work - South Africa trial lead https://t.co/MoNMSeZAVD,0,0,0,0,https://t.co/MoNMSeZAVD,https://af.reuters.com/article/topNews/idAFKBN24A2FV-OZATP,,,,,,,,,africa could have covid-19 vaccines in q1 if human trials work - south africa trial lead
155,156,Yes,1281261524259086338,Thu Jul 09 16:18:46 +0000 2020,Sally Fereday CFIRM,SallyFereday,"MSc, BSc (Hons), BSc, Consultant: Health & Care Improvement & Transformation, Fellow of the Institute of Risk Management",London,"The lessons from Australia's biggest coronavirus outbreaks so far: How easily it can happen, it only took one event to go from almost eliminating the virus to another lockdown—It’s not going away, we could have years of this ahead if we don’t get a vaccine https://t.co/Y0To5yyZTk",0,0,0,0,,,,,,,,,,,"the lessons from australia's biggest coronavirus outbreaks so far: how easily it can happen, it only took one event to go from almost eliminating the virus to another lockdownits not going away, we could have years of this ahead if we dont get a vaccines"
156,157,Yes,1281261530705588224,Thu Jul 09 16:18:48 +0000 2020,CaliVaxChoice,CaliVaxChoice,#VaccineChoice #InformedConsent #HumanRights #CivilRights #ReligiousFreedom - No Liability - No Mandates. Like us on FB http://facebook.com/CaliforniansAg…,CA,"Here' a chilling article about a new vaccine compliance app.

2 quotes from the article:

“I think with Covid there is a real need on the part of the employer to be able to screen and assess Covid risk before they let people back into the workplace.” https://t.co/2U1aFPpgJm",0,0,0,0,,,,,,,,,,,here' a chilling aicle about a new vaccines compliance app. 2 quotes from the aicle: i think with covid there is a real need on the pa of the employer to be able to screen and assess covid risk before they let people back into the workplace.
157,158,Yes,1281261563173838848,Thu Jul 09 16:18:56 +0000 2020,J5,jgander555,MAGA2020,,@realDonaldTrump we don’t need a vaccine!!!! https://t.co/ARkn2NMznW,0,0,0,0,https://t.co/ARkn2NMznW,https://twitter.com/hijodelcuervo/status/1281244211686313984,,,,,,,,,we dont need a vaccines
158,159,Yes,1281261603799924746,Thu Jul 09 16:19:05 +0000 2020,Clown World 2,tocuteforprison,No desire to be part of any cult. Support those who demonstrate success through actions NOT words. #AmericaFirst #Antiglobalism #Antifeminist,Illegal Immigrant Paradise,"Even with a flu vaccine, the flu is still more dangerous to children than COVID. Yet the people insisting that we keep schools closed for COVID never suggested that for the flu. The idea was never raised by any of these people. Thats why it's impossible to take them seriously now",0,0,0,0,,,,,,,,,,,even with a flu vaccines the flu is still more dangerous to children than covid. yet the people insisting that we keep schools closed for covid never suggested that for the flu. the idea was never raised by any of these people. thats why it's impossible to take them seriously now
159,160,Yes,1281261646846066695,Thu Jul 09 16:19:15 +0000 2020,Kaz.K,AJ_Kaz_K,"1776 🇺🇲 & 1867 🇨🇦 - Liberty, Freedom, & Accountable Small Government Under God's Providence $$$ NOW ON PARLER!  Userame:  KazK",,"And here’s the same graph for Canada as a whole. The pandemic is over. Its death toll, thank God, was no worse than flu season. Anyone who argues for mandatory masks or vaccines or continued lockdowns is just doing it for reasons of power and control. https://t.co/Eu8nJzoP7y https://t.co/iQv52pmQgQ",0,0,0,0,,,,,,,,,,,"and heres the same graph for canada as a whole. the pandemic is over. its death toll, thank god, was no worse than flu season. anyone who argues for mandatory masks or vaccines or continued lockdowns is just doing it for reasons of power and control."
160,161,No,1281261659412021248,Thu Jul 09 16:19:18 +0000 2020,Stray,K9FCR,医学・獣医学の比較病理学を独白します。マンガ「フラジャイル」「動物のお医者さん」のファンで、ヒトも含めた汎動物学 Zoobiquity も勉強中。Covid-19とネコのコロナ伝染性腹膜炎(FIP)との共通点を探ったり、BCG Tokyo株による訓練免疫が重症化を防ぐのでは？と仮説を立てています。,"Kobe, Japan","Tuberculosis vaccine may play role in reducing Covid-19 death rate, study says https://t.co/mvqNRqZqSN @scmpnewsより",0,0,0,0,https://t.co/mvqNRqZqSN,https://www.scmp.com/news/china/science/article/3092558/tuberculosis-vaccine-may-play-role-reducing-covid-19-death-rate?utm_source=Twitter,,,,,,,,,"tuberculosis vaccines may play role in reducing covid-19 death rate, study says"
161,162,No,1281261668585164800,Thu Jul 09 16:19:21 +0000 2020,Put on a fuckin mask,jscottyjones,pussy.,"Des Moines, IA",Well that settles it. They’re not confident in the vaccine so they’re testing it on minorities and calling it charitable.  https://t.co/obJyW1H8CD,0,0,0,0,https://t.co/Z2yitO2zgu,https://twitter.com/i/web/status/1281261668585164800,https://t.co/obJyW1H8CD,https://www.nytimes.com/2020/07/09/us/coronavirus-vaccine.html?referringSource=articleShare,,,,,,,well that settles it. theyre not confident in the vaccines so theyre testing it on minorities and calling it charitable.
162,163,No,1281261688310857737,Thu Jul 09 16:19:25 +0000 2020,Hack the Coronavirus Town Hall,HackCoronavirus,"@AustinTech helping to defend #ATX against #Coronavirus at #SXSW2020. Friday, March 6 at @CapitalFactory","Austin, Texas",Volunteers can now sign up for large coronavirus vaccine studies https://t.co/WE4TvY55C7,0,0,0,0,https://t.co/WE4TvY55C7,https://www.washingtonpost.com/health/2020/07/08/volunteers-can-now-sign-up-large-coronavirus-vaccine-studies/,,,,,,,,,volunteers can now sign up for large coronavirus vaccines studies
163,164,No,1281261701749518344,Thu Jul 09 16:19:29 +0000 2020,Rafael Logroño,Rafael_Logro,"Latinx journalist I Teaching media, comm, Latin America I Retired professional baker I Eventually: Dancing with the Stars l he/him/his/él","Philadelphia, PA","""Agency officials and the advisers are also considering what has become a contentious option: putting Black and Latino people [first].""

This is one is a hard no. POC are not guinea pigs. We ALL get the vaccine together, at the same time.  

https://t.co/Z5OuL0BUo7",0,0,0,0,https://t.co/HJVSTcqgBE,https://twitter.com/i/web/status/1281261701749518344,https://t.co/Z5OuL0BUo7,https://www.nytimes.com/2020/07/09/us/coronavirus-vaccine.html,,,,,,,"""agency officials and the advisers are also considering what has become a contentious option: putting black and latino people [first]."" this is one is a hard no. poc are not guinea pigs. we all get the vaccines together, at the same time."
164,165,No,1281261705880879104,Thu Jul 09 16:19:30 +0000 2020,Steve Williams,swillmedia,Writer. Cat servant.,,"@MJMcKean My take: ""Wannabe President Nutjob Ye gave some hilariously rambling interviews yesterday that produced such gems as... ""'(the COVID-19 vaccine is) the mark of the beast. They want to put chips inside of us.'"" Salt &amp; vinegar? More: https://t.co/be5GiGf25v #KanyeWest #Kanye2020 https://t.co/Vts8D2Zzhl",0,0,0,0,https://t.co/cduxmBZaSW,https://twitter.com/i/web/status/1281261705880879104,https://t.co/be5GiGf25v,https://bit.ly/2BIxUGi,,,,,,,"my take: ""wannabe president nutjob ye gave some hilariously rambling interviews yesterday that produced such gems as... ""'(the covid-19 vaccines is) the mark of the beast. they want to put chips inside of us.'"" salt &amp; vinegar? more:"
165,166,No,1281261708493848576,Thu Jul 09 16:19:30 +0000 2020,Jeancarlo,JeancarloNY,A latino who love the country. $$$ Conservative_Spanish Mind.                                         (YOUTUBE) (INSTAGRAM) (FACEBOOK),"New Jersey, USA","Planned programs for mass vaccinations to combat the coronavirus pandemic may appear to be voluntary, but they will determine where people are allowed to travel and shop and even whether or not they can leave their homes, warns the religious-liberty legal group Liberty Counsel. https://t.co/XKYx3m9buw",0,0,0,0,https://t.co/Z8J1iVKkEt,https://twitter.com/i/web/status/1281261708493848576,,,,,,,,,"planned programs for mass vaccines to combat the coronavirus pandemic may appear to be voluntary, but they will determine where people are allowed to travel and shop and even whether or not they can leave their homes,warns the religious-libey legal group libey counsel."
166,167,No,1281261715305480192,Thu Jul 09 16:19:32 +0000 2020,Air Mshl R Kalim,AirMshlRkalim,"Vice Chief of the Air Staff - Pakistan Air Force. A career spanning 35 years of serving this country in uniform, and I still continue to serve!",,Top US health official calls for country's coronavirus vaccine to be shared with the world https://t.co/eXBee7beIZ,0,0,0,0,https://t.co/eXBee7beIZ,https://www.thenews.com.pk/latest/661481-top-us-health-official-calls-for-countrys-coronavirus-vaccine-to-be-shared-with-the-world,,,,,,,,,top us health official calls for country's coronavirus vaccines to be shared with the world
167,168,No,1281261733919719425,Thu Jul 09 16:19:36 +0000 2020,Artyom Korenevsky,SciencePharmer,"🇨🇦 PharmD gone Med Student; was into fitness, now parenting 2 little ones. #ScienceAdvocate #VaccinesWork","Ontario, Canada","Anti-vaxxers are not about facts. They're just mostly against the ""establishment"". If the ""authorities"" all of a sudden said ""stop vaccinating"" the conspiracy theory folks will be all over the vaccines. In fact, you kind of see that behavior with hydroxychloroquine for COVID-19.",0,0,0,0,https://t.co/S1N2lF8nPJ,https://twitter.com/i/web/status/1281261733919719425,,,,,,,,,"anti-vaxxers are not about facts. they're just mostly against the ""establishment"". if the ""authorities"" all of a sudden said ""stop vaccines the conspiracy theory folks will be all over the vaccines in fact, you kind of see that behavior with hydroxychloroquine for covid-19."
168,169,Yes,1281261743717650432,Thu Jul 09 16:19:39 +0000 2020,Rick Spinks,rspinks2004,,"Richmond Hill, GA","Even with a flu vaccine, the flu is still more dangerous to children than COVID. Yet the people insisting that we keep schools closed for COVID never suggested that for the flu. The idea was never raised by any of these people. Thats why it's impossible to take them seriously now",0,0,0,0,,,,,,,,,,,even with a flu vaccines the flu is still more dangerous to children than covid. yet the people insisting that we keep schools closed for covid never suggested that for the flu. the idea was never raised by any of these people. thats why it's impossible to take them seriously now
169,170,Yes,1281261746745827333,Thu Jul 09 16:19:39 +0000 2020,CaliVaxChoice,CaliVaxChoice,#VaccineChoice #InformedConsent #HumanRights #CivilRights #ReligiousFreedom - No Liability - No Mandates. Like us on FB http://facebook.com/CaliforniansAg…,CA,"Blame the victim reporting here. Instead of looking at the several problems around the shot, its rushed safety testing,  poor science rampant in the field, never-before tried RNA/DNA platform, Bloomberg frames people who question it as THE issue. Nice try https://t.co/ATulaZGi8a",0,0,0,0,,,,,,,,,,,"blame the victim repoing here. instead of looking at the several problems around the shot, its rushed safety testing, poor science rampant in the field, never-before tried rna/dna platform, bloomberg frames people who question it as the issue. nice try"
170,171,No,1281261751032569862,Thu Jul 09 16:19:40 +0000 2020,Donna Young,DonnaYoungDC,"All things Washington for pharma/biotech, health care & science news - 'The pharma diviner' - Senior Reporter, S&P Global News [tweets are mine, not employer's]",Washington,"JULY 21: Officials from AstraZeneca, Johnson &amp; Johnson, Merck, Moderna and Pfizer will testify at the hearing.

$AZN $JNJ $MRK $MRNA $PFE #COVID19 #pharma #biotech #NIH #WarpSpeed #vaccines",0,0,0,0,https://t.co/jG8YuxWVST,https://twitter.com/i/web/status/1281261751032569862,,,,,,,,,"july 21: officials from astrazeneca, johnson &amp; johnson, merck, moderna and pfizer will testify at the hearing. $azn $jnj $mrk $mrna $pfe"
171,172,Yes,1281261756380217346,Thu Jul 09 16:19:42 +0000 2020,Shadi Says 🇬🇩,ShadiSugar,,,Folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.,0,0,0,0,,,,,,,,,,,folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.
